STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/29/2012,0.15,,48,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/30/2012,0,,61,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",3/31/2012,0,,57,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/1/2012,0,,69,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/2/2012,0.23,,62,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/3/2012,0.02,,62,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/4/2012,0,,62,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/5/2012,0,,59,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/6/2012,0,,62,33
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/7/2012,0,,53,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/8/2012,0,,58,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/9/2012,0,,42,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/10/2012,0,,40,23
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/11/2012,0,,48,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/12/2012,0,,63,29
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/13/2012,0.27,,53,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/14/2012,0.02,,70,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/15/2012,1.94,,54,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/16/2012,0.16,,42,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/17/2012,0,,58,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/18/2012,0.08,,51,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/19/2012,0,,51,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/20/2012,0,,56,31
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/21/2012,0.73,,50,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/22/2012,0,,53,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/23/2012,0,,66,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/24/2012,0.05,,72,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/25/2012,0.03,,73,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/26/2012,0,,56,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/27/2012,0.04,,50,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/28/2012,0.06,,45,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/29/2012,0,,53,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",4/30/2012,0.02,,65,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/1/2012,0.35,,74,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/2/2012,0.04,,75,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/3/2012,0.05,,72,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/4/2012,0,,61,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/5/2012,0.56,,56,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/6/2012,0.07,,59,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/7/2012,0,,60,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/8/2012,0.16,,59,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/9/2012,0,,62,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/10/2012,0,,74,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/11/2012,0,,65,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/12/2012,0,,68,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/13/2012,0,,75,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/14/2012,0,,85,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/15/2012,0,,67,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/16/2012,0,,70,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/17/2012,0,,91,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/18/2012,0.04,,92,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/19/2012,0.01,,76,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/20/2012,0.63,,65,46
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/21/2012,0,,73,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/22/2012,0,,84,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/23/2012,2.4,,73,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/24/2012,0.18,,59,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/25/2012,0,,62,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/26/2012,0.66,,61,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/27/2012,0.35,,83,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/28/2012,0,,68,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/29/2012,0,,57,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/30/2012,0,,57,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",5/31/2012,0,,65,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/1/2012,0,,67,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/2/2012,0,,74,48
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/3/2012,0,,78,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/4/2012,0,,80,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/5/2012,0,,82,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/6/2012,0,,83,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/7/2012,0.01,,82,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/8/2012,0,,83,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/9/2012,0,,91,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/10/2012,0.15,,86,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/11/2012,0,,67,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/12/2012,0,,67,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/13/2012,0.05,,69,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/14/2012,1.2,,81,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/15/2012,0,,80,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/16/2012,0,,75,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/17/2012,0.77,,77,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/18/2012,0.01,,80,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/19/2012,0.4,,73,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/20/2012,1.01,,71,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/21/2012,0,,75,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/22/2012,0,,77,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/23/2012,0.06,,80,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/24/2012,0,,81,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/25/2012,0,,77,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/26/2012,0,,78,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/27/2012,0,,86,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/28/2012,0,,83,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/29/2012,0,,82,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",6/30/2012,0,,85,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/1/2012,0,,91,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/2/2012,0,,95,70
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/3/2012,0,,92,70
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/4/2012,0,,96,76
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/5/2012,0,,90,71
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/6/2012,0.2,,78,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/7/2012,0,,85,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/8/2012,0,,87,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/9/2012,0,,85,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/10/2012,0,,87,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/11/2012,0,,87,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/12/2012,0,,87,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/13/2012,0,,87,65
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/14/2012,0,,91,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/15/2012,0,,91,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/16/2012,0,,94,75
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/17/2012,0,,82,69
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/18/2012,0.9,,82,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/19/2012,0,,84,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/20/2012,0,,89,71
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/21/2012,0.48,,86,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/22/2012,0,,92,70
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/23/2012,0,,88,68
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/24/2012,0.5,,83,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/25/2012,1.16,,85,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/26/2012,0,,77,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/27/2012,0,,79,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/28/2012,0.06,,82,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/29/2012,0.14,,82,67
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/30/2012,0,,83,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",7/31/2012,0,,84,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/1/2012,0,,88,71
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/2/2012,0,,84,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/3/2012,0.4,,85,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/4/2012,0,,75,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/5/2012,0,,74,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/6/2012,0,,85,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/7/2012,0,,83,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/8/2012,0.34,,73,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/9/2012,0,,74,57
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/10/2012,0,,74,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/11/2012,0,,74,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/12/2012,0,,70,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/13/2012,0,,77,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/14/2012,0,,72,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/15/2012,0.09,,79,59
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/16/2012,0.01,,68,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/17/2012,0,,71,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/18/2012,0,,78,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/19/2012,0,,76,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/20/2012,0,,76,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/21/2012,0,,80,52
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/22/2012,0,,86,56
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/23/2012,0,,84,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/24/2012,0,,91,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/25/2012,0.04,,77,66
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/26/2012,0,,83,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/27/2012,0,,83,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/28/2012,0.11,,87,63
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/29/2012,0,,90,64
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/30/2012,0.05,,82,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",8/31/2012,0,,83,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/1/2012,0,,85,61
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/2/2012,0,,88,60
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/3/2012,0,,87,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/4/2012,0,,86,58
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/5/2012,0.02,,75,54
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/6/2012,0.08,,77,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/7/2012,0,,65,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/8/2012,0,,70,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/9/2012,0,,71,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/10/2012,0,,85,55
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/11/2012,0,,89,62
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/12/2012,0,,72,53
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/13/2012,0,,73,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/14/2012,0,,73,45
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/15/2012,0,,84,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/16/2012,0,,78,51
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/17/2012,0,,59,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/18/2012,0,,57,35
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/19/2012,0.01,,67,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/20/2012,0,,64,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/21/2012,0,,62,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/22/2012,0,,53,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/23/2012,0,,59,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/24/2012,0,,79,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/25/2012,0,,64,40
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/26/2012,0,,62,35
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/27/2012,0,,68,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/28/2012,0,,80,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/29/2012,0,,83,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",9/30/2012,0,,82,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/1/2012,0,,68,44
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/2/2012,0,,72,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/3/2012,0,,77,43
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/4/2012,0.01,,61,35
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/5/2012,0,,39,29
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/6/2012,0,,43,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/7/2012,0,,55,26
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/8/2012,0,,59,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/9/2012,0,,43,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/10/2012,0,,49,25
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/11/2012,0.01,,45,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/12/2012,0,,51,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/13/2012,0,,61,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/14/2012,0,,56,39
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/15/2012,0,,60,29
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/16/2012,0,,71,50
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/17/2012,0.27,,54,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/18/2012,0.29,,47,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/19/2012,0.09,,45,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/20/2012,0,,50,41
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/21/2012,0,,56,42
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/22/2012,0,,61,47
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/23/2012,0.04,,59,49
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/24/2012,0,,54,38
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/25/2012,0.06,,38,33
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/26/2012,0,,39,31
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/27/2012,0,,40,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/28/2012,0,,43,33
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/29/2012,0,,50,33
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/30/2012,0,,46,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",10/31/2012,0,,52,29
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/1/2012,0,,42,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/2/2012,0,,36,25
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/3/2012,0,,36,33
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/4/2012,0,,38,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/5/2012,0.07,,37,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/6/2012,0.09,,40,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/7/2012,0,,46,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/8/2012,0,,50,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/9/2012,0,,42,37
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/10/2012,0.48,,48,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/11/2012,0,,34,17
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/12/2012,0,,20,15
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/13/2012,0,,38,13
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/14/2012,0,,46,26
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/15/2012,0,,40,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/16/2012,0,,40,17
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/17/2012,0,,51,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/18/2012,0,,54,36
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/19/2012,0,,54,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/20/2012,0,,49,20
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/21/2012,0,,60,34
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/22/2012,0.01,,50,18
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/23/2012,0,,19,12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/24/2012,0,,29,9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/25/2012,0,,30,10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/26/2012,0,,17,5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/27/2012,0,,32,15
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/28/2012,0,,34,24
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/29/2012,0,,31,21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",11/30/2012,0,,32,25
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/1/2012,0,,46,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/2/2012,0,,50,27
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/3/2012,0,,50,32
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/4/2012,0,,32,16
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/5/2012,0,,41,16
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/6/2012,0,,42,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/7/2012,,,28,20
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/8/2012,,,28,22
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/9/2012,,,28,2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/10/2012,0,,10,-12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/11/2012,0,,11,-3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/12/2012,0,,30,3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/13/2012,0,,28,12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/14/2012,0,,29,15
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/15/2012,,,34,23
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/16/2012,0,,23,12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/17/2012,0,,21,18
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/18/2012,,,28,20
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/19/2012,0,,28,14
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/20/2012,0,,21,4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/21/2012,0,,15,-2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/22/2012,0,,23,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/23/2012,0,,15,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/24/2012,0,,13,-7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/25/2012,0,,3,-10
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/26/2012,0,,13,0
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/27/2012,,,16,3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/28/2012,,,20,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/29/2012,0,,12,-4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/30/2012,0,,19,-5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",12/31/2012,0,,14,-12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/1/2013,0,,20,-13
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/2/2013,0,,25,7
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/3/2013,0,,14,-1
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/4/2013,0,,25,5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/5/2013,,,17,4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/6/2013,0,,20,3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/7/2013,0,,35,14
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/8/2013,,,33,9
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/9/2013,0,,33,21
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/10/2013,,,40,30
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/11/2013,,,34,19
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/12/2013,,,19,-2
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/13/2013,0,,6,-5
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/14/2013,0,,9,-6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/15/2013,0,,22,-1
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/16/2013,,,34,-4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/17/2013,,,15,-3
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/18/2013,,,33,12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/19/2013,,,35,-4
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/20/2013,0,,3,-11
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/21/2013,0,,-7,-16
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/22/2013,0,,3,-19
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/23/2013,0,,5,-12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/24/2013,0,,11,-12
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/25/2013,,,15,-6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/26/2013,0,,17,-6
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/27/2013,,,30,16
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/28/2013,,,33,29
USW00014910,"ALEXANDRIA CHANDLER FIELD, MN US",1/29/2013,,,32,18
